latent_id,activation,lemma,present_phones,past_phones
0,1.0048136711120605,supply,S AH P L AY,S AH P L AY D
0,1.0015876293182373,repudiate,R IY P Y UW D IY EY T,R IY P Y UW D IY EY T IH D
0,0.9940460324287415,replenish,R IY P L EH N IH SH,R IY P L EH N IH SH T
0,0.9833431839942932,surprise,S ER P R AY Z,S ER P R AY Z D
0,0.9821668267250061,repurchase,R IY P ER CH AH S,R IY P ER CH AH S T
0,0.9748043417930603,hopscotch,HH AA P S K AA CH,HH AA P S K AA CH T
0,0.9722052216529846,implant,IH M P L AE N T,IH M P L AE N T IH D
0,0.9701514840126038,unplug,AH N P L AH G,AH N P L AH G D
0,0.9662535786628723,deprave,D IY P R EY V,D IY P R EY V D
0,0.9656322598457336,amplify,AE M P L AH F AY,AE M P L AH F AY D
0,0.9647144675254822,separate,S EH P ER EY T,S EH P ER EY T IH D
0,0.9438373446464539,perpetuate,P ER P EH CH AH W EY T,P ER P EH CH AH W EY T IH D
0,0.9387578368186951,perplex,P ER P L EH K S,P ER P L EH K S T
0,0.9290758967399597,repatriate,R IY P EY T R IY EY T,R IY P EY T R IY EY T IH D
0,0.9129385948181152,impoverish,IH M P AA V R IH SH,IH M P AA V R IH SH T
0,0.9092389941215515,impregnate,IH M P R EH G N EY T,IH M P R EH G N EY T AH D
0,0.9028265476226807,reprocess,R IY P R AO S EH S,R IY P R AO S EH S T
0,0.8919317722320557,suppress,S AH P R EH S,S AH P R EH S T
0,0.8894584774971008,outperform,AW T P ER F AO R M,AW T P ER F AO R M D
0,0.8872074484825134,supercharge,S UW P ER CH AA R JH,S UW P ER CH AA R JH D
0,0.8612273335456848,impersonate,IH M P ER S AH N EY T,IH M P ER S AH N EY T IH D
0,0.8591103553771973,depreciate,D IH P R IY SH IY EY T,D IH P R IY SH IY EY T IH D
0,0.8494148850440979,reproduce,R IY P R AH D UW S,R IY P R AH D UW S T
0,0.832671582698822,supersede,S UW P ER S IY D,S UW P ER S IY D IH D
0,0.8288705348968506,yuppify,Y AH P IH F AY,Y AH P IH F AY D
0,0.8227179646492004,reprimand,R EH P R AH M AE N D,R EH P R AH M AE N D IH D
0,0.820841908454895,deposit,D AH P AA Z IH T,D AH P AA Z IH T IH D
0,0.8098160624504089,departmentalize,D IH P AA R T M EH N T AH L AY Z,D IH P AA R T M EH N T AH L AY Z D
0,0.8055880665779114,perpetrate,P ER P AH T R EY T,P ER P AH T R EY T IH D
0,0.7946112751960754,reprogram,R IY P R OW G R AE M,R IY P R OW G R AE M D
0,0.7858003973960876,reprint,R IY P R IH N T,R IY P R IH N T IH D
0,0.7683849930763245,supervise,S UW P ER V AY Z,S UW P ER V AY Z D
0,0.7571837306022644,imprint,IH M P R IH N T,IH M P R IH N T IH D
0,0.7427207827568054,jeopardize,JH EH P ER D AY Z,JH EH P ER D AY Z D
0,0.7307551503181458,hypnotize,HH IH P N AH T AY Z,HH IH P N AH T AY Z D
0,0.7129069566726685,amputate,AE M P Y AH T EY T,AE M P Y AH T EY T IH D
0,0.7079494595527649,capitulate,K AH P IH CH UW L IH T,K AH P IH CH AH L EY T IH D
0,0.6530281901359558,implement,IH M P L AH M AH N T,IH M P L AH M EH N T AH D
0,0.6178632378578186,improvise,IH M P R AH V AY Z,IH M P R AH V AY Z D
0,0.5841752886772156,populate,P AA P Y AH L EY T,P AA P Y AH L EY T IH D
0,0.5375602841377258,captivate,K AE P T IH V EY T,K AE P T IH V EY T IH D
0,0.5004414916038513,supplement,S AH P L AH M AH N T,S AH P L AH M EH N T IH D
0,0.4783092141151428,hypothesize,HH AY P AA TH AH S AY Z,HH AY P AA TH AH S AY Z D
0,0.4554675221443176,duplicate,D UW P L AH K AH T,D UW P L IH K EY T IH D
0,0.23086516559123993,acquit,AH K W IH T,AH K W IH T IH D
0,0.19497083127498627,mash,M AE SH,M AE SH T
0,0.18742646276950836,scheme,S K IY M,S K IY M D
0,0.18010775744915009,tweak,T W IY K,T W IY K T
0,0.16394051909446716,paddle,P AE D AH L,P AE D AH L D
0,0.1574055403470993,writhe,R IH TH,R IH TH D
3,0.7334585189819336,levitate,L EH V IH T EY T,L EH V IH T EY T IH D
3,0.7063470482826233,quantify,K W AA N T IH F AY,K W AA N T IH F AY D
3,0.7007846832275391,recertify,R IY S ER T AH F AY,R IY S ER T IH F AY D
3,0.6971138119697571,constitute,K AA N S T AH T UW T,K AA N S T AH T UW T AH D
3,0.6863564252853394,inundate,IH N AH N D EY T,IH N AH N D EY T IH D
3,0.6842955350875854,reintegrate,R IY IH N T AH G R EY T,R IY IH N T AH G R EY T IH D
3,0.6760861873626709,identify,AY D EH N T AH F AY,AY D EH N T AH F AY D
3,0.6677752733230591,immortalize,IH M AO R T AH L AY Z,IH M AO R T AH L AY Z D
3,0.6410143375396729,decertify,D IY S ER T AH F AY,D IY S ER T AH F AY D
3,0.6310089826583862,misstate,M IH S S T EY T,M IH S S T EY T IH D
3,0.6284054517745972,hesitate,HH EH Z AH T EY T,HH EH Z IH T EY T IH D
3,0.6267086267471313,stratify,S T R AE T AH F AY,S T R AE T AH F AY D
3,0.6081041097640991,substitute,S AH B S T AH T UW T,S AH B S T AH T UW T IH D
3,0.6009886264801025,overstate,OW V ER S T EY T,OW V ER S T EY T IH D
3,0.5876931548118591,immigrate,IH M AH G R EY T,IH M AH G R EY T IH D
3,0.5719873905181885,inactivate,IH N AE K T IH V EY T,IH N AE K T IH V EY T IH D
3,0.5686927437782288,homestead,HH OW M S T EH D,HH OW M S T EH D IH D
3,0.5500211715698242,advertise,AE D V ER T AY Z,AE D V ER T AY Z D
3,0.5411553978919983,illustrate,IH L AH S T R EY T,IH L AH S T R EY T AH D
3,0.5268560647964478,repatriate,R IY P EY T R IY EY T,R IY P EY T R IY EY T IH D
3,0.5143924951553345,evaporate,IH V AE P ER EY T,IH V AE P ER EY T AH D
3,0.5137378573417664,intertwine,IH N T ER T W AY N,IH N T ER T W AY N D
3,0.49944567680358887,electrocute,IH L EH K T R AH K Y UW T,IH L EH K T R AH K Y UW T IH D
3,0.49459514021873474,reignite,R IY IH G N AY T,R IY IH G N AY T IH D
3,0.48727789521217346,emulsify,IH M AH L S AH F AY,IH M AH L S AH F AY D
3,0.48676493763923645,reinvigorate,R IY IH N V IH G ER EY T,R IY IH N V IH G ER EY T IH D
3,0.4841391146183014,elongate,IH L AO NG G EY T,IH L AO NG G EY T AH D
3,0.48193588852882385,exhibit,IH G Z IH B IH T,IH G Z IH B AH T AH D
3,0.48123160004615784,constipate,K AA N S T AH P EY T,K AA N S T AH P EY T AH D
3,0.47898343205451965,stagnate,S T AE G N EY T,S T AE G N EY T IH D
3,0.47731107473373413,authenticate,AO TH EH N T AH K EY T,AO TH EH N T AH K EY T IH D
3,0.47640132904052734,ruminate,R UW M IH N EY T,R UW M IH N EY T IH D
3,0.4749939739704132,reinvite,R IY IH N V AY T,R IY IH N V AY T IH D
3,0.4735196530818939,emaciate,IH M EY SH IY EY T,IH M EY SH IY EY T IH D
3,0.47028711438179016,elaborate,IH L AE B R AH T,IH L AE B ER EY T AH D
3,0.4655354619026184,emigrate,EH M AH G R EY T,EH M AH G R EY T IH D
3,0.46453365683555603,initiate,IH N IH SH IY EY T,IH N IH SH IY EY T AH D
3,0.463667094707489,incorporate,IH N K AO R P ER EY T,IH N K AO R P ER EY T IH D
3,0.4630279839038849,solidify,S AH L IH D AH F AY,S AH L IH D AH F AY D
3,0.46204349398612976,withstand,W IH TH S T AE N D,W IH TH S T UH D
3,0.44669878482818604,hamstring,HH AE M S T R IH NG,HH AE M S T R AH NG
3,0.4406037926673889,imprint,IH M P R IH N T,IH M P R IH N T IH D
3,0.432137131690979,cooperate,K OW AA P ER EY T,K OW AA P ER EY T AH D
3,0.4320206344127655,intersperse,IH N T ER S P ER S,IH N T ER S P ER S T
3,0.4268190562725067,reappraise,R IY AH P R EY Z,R IY AH P R EY Z D
3,0.4235170781612396,litigate,L IH T IH G EY T,L IH T IH G EY T IH D
3,0.41324660181999207,undertake,AH N D ER T EY K,AH N D ER T UH K
3,0.38038015365600586,initialize,IH N IH SH AH L AY Z,IH N IH SH AH L AY Z D
3,0.3780349791049957,autograph,AO T AH G R AE F,AO T AH G R AE F T
3,0.37477952241897583,officiate,AH F IH SH IY EY T,AH F IH SH IY EY T AH D
3,0.35253918170928955,eviscerate,AH V IH S ER EY T,AH V IH S ER EY T IH D
3,0.34813550114631653,glaciate,G L EY SH IY EY T,G L EY SH IY EY T AH D
3,0.32620730996131897,remodel,R IY M AA D AH L,R IY M AA D AH L D
3,0.3234485685825348,immunize,IH M Y UW N AY Z,IH M Y AH N AY Z D
3,0.30486512184143066,exasperate,IH G Z AE S P ER EY T,IH G Z AE S P ER EY T IH D
3,0.2436666488647461,invert,IH N V ER T,IH N V ER T IH D
3,0.2368117868900299,stunt,S T AH N T,S T AH N T IH D
3,0.2206888198852539,equate,IH K W EY T,IH K W EY T IH D
3,0.21909275650978088,narrate,N EH R EY T,N EH R EY T IH D
3,0.2123347818851471,locate,L OW K EY T,L OW K EY T AH D
3,0.20853972434997559,outwit,AW T W IH T,AW T W IH T IH D
3,0.19781500101089478,outvote,AW T V OW T,AW T V OW T IH D
4,0.23844675719738007,caption,K AE P SH AH N,K AE P SH AH N D
4,0.18243621289730072,tough,T AH F,T AH F T
5,1.3196320533752441,counterattack,K AW N T ER AH T AE K,K AW N T ER AH T AE K T
5,0.8677448034286499,counterbid,K AW N T ER B IH D,K AW N T ER B IH D
5,0.8145383596420288,countenance,K AW N T AH N AH N S,K AW N T AH N AH N S T
5,0.7830139994621277,arouse,ER AW Z,ER AW Z D
5,0.7692816853523254,downvote,D AW N V OW T,D AW N V OW T IH D
5,0.7583221793174744,download,D AW N L OW D,D AW N L OW D IH D
5,0.7336753010749817,vouch,V AW CH,V AW CH T
5,0.731767475605011,counterfeit,K AW N T ER F IH T,K AW N T ER F IH T IH D
5,0.7303837537765503,shout,SH AW T,SH AW T IH D
5,0.7199347019195557,shower,SH AW ER,SH AW ER D
5,0.7195587158203125,couch,K AW CH,K AW CH T
5,0.7125833034515381,counter,K AW N T ER,K AW N T ER D
5,0.6959081888198853,down,D AW N,D AW N D
5,0.684782862663269,mount,M AW N T,M AW N T AH D
5,0.6823843717575073,founder,F AW N D ER,F AW N D ER D
5,0.6817941665649414,douse,D AW S,D AW S T
5,0.679995059967041,gouge,G AW JH,G AW JH D
5,0.6787244081497192,bow,B AW,B AW D
5,0.6765559911727905,round,R AW N D,R AW N D AH D
5,0.6745294332504272,count,K AW N T,K AW N T IH D
5,0.6722679138183594,rout,R AW T,R UW T IH D
5,0.6682917475700378,rouse,R AW S,R AW Z D
5,0.6667740941047668,vow,V AW,V AW D
5,0.6659097671508789,sound,S AW N D,S AW N D IH D
5,0.6658480167388916,mouth,M AW TH,M AW DH D
5,0.665591299533844,hound,HH AW N D,HH AW N D IH D
5,0.657376766204834,house,HH AW S,HH AW Z D
5,0.6556879878044128,pound,P AW N D,P AW N D IH D
5,0.6534174680709839,howl,HH AW L,HH AW L D
5,0.6526951789855957,pout,P AW T,P AW T IH D
5,0.6522287130355835,cow,K AW,K AW D
5,0.6515663862228394,sour,S AW ER,S AW ER D
5,0.6431065797805786,tout,T AW T,T AW T IH D
5,0.6352210640907288,foul,F AW L,F AW L D
5,0.6345366835594177,tower,T AW ER,T AW ER D
5,0.6341148614883423,sow,S AW,S AW D
5,0.6283214688301086,counterbalance,K AW N T ER B AE L AH N S,K AW N T ER B AE L AH N S T
5,0.6246524453163147,countersue,K AW N T ER S UW,K AW N T ER S UW D
5,0.6244091987609863,louse,L AW S,L AW Z D
5,0.6218879222869873,downsize,D AW N S AY Z,D AW N S AY Z D
5,0.5904691815376282,bounce,B AW N S,B AW N S T
5,0.5775784254074097,wound,W AW N D,W UW N D IH D
5,0.5501458644866943,wow,W AW,W AW D
5,0.5384607911109924,pounce,P AW N S,P AW N S T
5,0.5226045846939087,counteract,K AW N T ER AE K T,K AW N T ER AE K T IH D
5,0.4523220658302307,prefabricate,P R IY F AE B R IH K EY T,P R IY F AE B R IH K EY T IH D
5,0.2582959234714508,overload,OW V ER L OW D,OW V ER L OW D IH D
5,0.2512402832508087,arise,ER AY Z,ER OW Z
5,0.2358992099761963,butcher,B UH CH ER,B UH CH ER D
5,0.20618504285812378,shine,SH AY N,SH OW N
5,0.20078738033771515,hood,HH UH D,HH UH D IH D
5,0.19914774596691132,beach,B IY CH,B IY CH T
5,0.19770029187202454,ruse,R UW Z,R UW Z D
5,0.18560129404067993,urge,ER JH,ER JH D
5,0.18236617743968964,haunt,HH AO N T,HH AO N T IH D
5,0.18188971281051636,dodge,D AA JH,D AA JH D
5,0.17624938488006592,void,V OY D,V OY D IH D
5,0.16546210646629333,catch,K AE CH,K AA T
5,0.16030044853687286,coole,K UW L,K UW L D
6,1.0033358335494995,antiquate,AE N T AH K W EY T,AE N T AH K W EY T IH D
6,0.8653463125228882,overexcite,OW V ER EH K S AY T,OW V ER EH K S AY T IH D
6,0.7320924997329712,overexpose,OW V ER IH K S P OW Z,OW V ER IH K S P OW Z D
6,0.706519365310669,undercount,AH N D ER K AW N T,AH N D ER K AW N T IH D
6,0.6707828044891357,telecast,T EH L AH K AE S T,T EH L AH K AE S T
6,0.6572989225387573,broadcast,B R AO D K AE S T,B R AO D K AE S T
6,0.6461284160614014,persecute,P ER S AH K Y UW T,P ER S AH K Y UW T IH D
6,0.5984392166137695,desecrate,D EH Z AH K R EY T,D EH Z AH K R EY T IH D
6,0.5750008821487427,execute,EH K S AH K Y UW T,EH K S AH K Y UW T IH D
6,0.5361089706420898,redecorate,R IY D EH K ER EY T,R IY D EH K ER EY T IH D
6,0.5221157670021057,plunk,P L AH NG K,P L AH NG K T
6,0.5144710540771484,frank,F R AE NG K,F R AE NG K T
6,0.5085735321044922,blank,B L AE NG K,B L AE NG K T
6,0.5005180835723877,flank,F L AE NG K,F L AE NG K T
6,0.49423152208328247,index,IH N D EH K S,IH N D EH K S T
6,0.4855080842971802,shrink,SH R IH NG K,SH R AE NG K
6,0.4817633032798767,undercapitalize,AH N D ER K AE P AH T AH L AY Z,AH N D ER K AE P AH T AH L AY Z D
6,0.47104257345199585,crank,K R AE NG K,K R AE NG K T
6,0.44916626811027527,spank,S P AE NG K,S P AE NG K T
6,0.4476546347141266,drink,D R IH NG K,D R AE NG K
6,0.446460485458374,blink,B L IH NG K,B L IH NG K T
6,0.4449368417263031,unlock,AH N L AA K,AH N L AA K T
6,0.4426589608192444,stink,S T IH NG K,S T AE NG K
6,0.40161556005477905,telex,T EH L EH K S,T EH L EH K S T
6,0.4004865884780884,swink,S W IH NG K,S W AE NG K
6,0.399817556142807,outfox,AW T F AA K S,AW T F AA K S T
6,0.3766791820526123,panic,P AE N IH K,P AE N IH K T
6,0.3744884431362152,squeak,S K W IY K,S K W IY K T
6,0.3647286891937256,streak,S T R IY K,S T R IY K T
6,0.36414834856987,xerox,Z IH R AA K S,Z IH R AA K S T
6,0.36414018273353577,massacre,M AE S AH K ER,M AE S AH K ER D
6,0.35678473114967346,spark,S P AA R K,S P AA R K T
6,0.35609281063079834,invoke,IH N V OW K,IH N V OW K T
6,0.3426350951194763,stroke,S T R OW K,S T R OW K T
6,0.32315266132354736,shellac,SH EH L AE K,SH EH L AE K D
6,0.32305341958999634,strike,S T R AY K,S T R AH K
8,1.2906391620635986,glamorize,G L AE M ER AY Z,G L AE M ER AY Z D
8,1.2851344347000122,pulverize,P AH L V ER AY Z,P AH L V ER AY Z D
8,1.2687419652938843,mesmerize,M EH Z M ER AY Z,M EH Z M ER AY Z D
8,1.2576807737350464,corroborate,K ER AA B ER EY T,K ER AA B ER EY T IH D
8,1.238305926322937,pasteurize,P AE S CH ER AY Z,P AE S CH ER AY Z D
8,1.2272366285324097,extirpate,EH K S T ER P EY T,EH K S T ER P EY T AH D
8,1.223715901374817,misperceive,M IH S P ER S IY V,M IH S P ER S IY V D
8,1.2087494134902954,traverse,T R AE V ER S,T R AE V ER S T
8,1.2001363039016724,countersue,K AW N T ER S UW,K AW N T ER S UW D
8,1.1910933256149292,enumerate,IH N UW M ER EY T,IH N UW M ER EY T IH D
8,1.1847950220108032,cooperate,K OW AA P ER EY T,K OW AA P ER EY T AH D
8,1.1822566986083984,converse,K AA N V ER S,K AH N V ER S T
8,1.180137038230896,counterattack,K AW N T ER AH T AE K,K AW N T ER AH T AE K T
8,1.1625330448150635,counterbalance,K AW N T ER B AE L AH N S,K AW N T ER B AE L AH N S T
8,1.1591174602508545,disburse,D IH S B ER S,D IH S B ER S T
8,1.1589086055755615,counteract,K AW N T ER AE K T,K AW N T ER AE K T IH D
8,1.1584540605545044,burglarize,B ER G L ER AY Z,B ER G L ER AY Z D
8,1.1554701328277588,counterbid,K AW N T ER B IH D,K AW N T ER B IH D
8,1.153717041015625,evaporate,IH V AE P ER EY T,IH V AE P ER EY T AH D
8,1.143156886100769,plagiarize,P L EY JH ER AY Z,P L EY JH ER AY Z D
8,1.1423953771591187,counterfeit,K AW N T ER F IH T,K AW N T ER F IH T IH D
8,1.1354707479476929,reiterate,R IY IH T ER EY T,R IY IH T ER EY T IH D
8,1.1315473318099976,reemerge,R IY IH M ER JH,R IY IH M ER JH D
8,1.127135992050171,pressurize,P R EH SH ER AY Z,P R EH SH ER AY Z D
8,1.1218007802963257,converge,K AH N V ER JH,K AH N V ER JH D
8,1.1209375858306885,masturbate,M AE S T ER B EY T,M AE S T ER B EY T IH D
8,1.1136233806610107,discourage,D IH S K ER IH JH,D IH S K ER AH JH D
8,1.1116409301757812,winterize,W IH N T ER AY Z,W IH N T ER AY Z D
8,1.1035585403442383,eviscerate,AH V IH S ER EY T,AH V IH S ER EY T IH D
8,1.0938526391983032,preserve,P R AH Z ER V,P R AH Z ER V D
8,1.0783838033676147,reauthorize,R IY AO TH ER AY Z,R IY AO TH ER AY Z D
8,1.07329523563385,disperse,D IH S P ER S,D IH S P ER S T
8,1.055111289024353,fingerprint,F IH NG G ER P R IH N T,F IH NG G ER P R IH N T IH D
8,1.043416976928711,malnourish,M AE L N ER IH SH,M AE L N ER IH SH T
8,1.0419635772705078,submerse,S AH B M ER S,S AH B M ER S T
8,1.0378190279006958,mastermind,M AE S T ER M AY N D,M AE S T ER M AY N D IH D
8,1.0355716943740845,westernize,W EH S T ER N AY Z,W EH S T ER N AY Z D
8,1.0198402404785156,submerge,S AH B M ER JH,S AH B M ER JH D
8,1.01864492893219,overburden,OW V ER B ER D AH N,OW V ER B ER D AH N D
8,1.0084295272827148,convert,K AA N V ER T,K AH N V ER T IH D
8,0.9718155860900879,conserve,K AH N S ER V,K AH N S ER V D
8,0.9637400507926941,quaver,K W EY V ER,K W EY V ER D
8,0.9516921043395996,exterminate,IH K S T ER M AH N EY T,IH K S T ER M AH N EY T IH D
8,0.9314601421356201,garner,G AA R N ER,G AA R N ER D
8,0.9240685105323792,subvert,S AH B V ER T,S AH B V ER T IH D
8,0.9192991256713867,chamber,CH EY M B ER,CH EY M B ER D
8,0.9187852740287781,network,N EH T W ER K,N EH T W ER K T
8,0.9164432883262634,treasure,T R EH ZH ER,T R EH ZH ER D
8,0.9041353464126587,acquire,AH K W AY ER,AH K W AY ER D
8,0.9016503095626831,flabbergast,F L AE B ER G AE S T,F L AE B ER G AE S T IH D
8,0.9014438986778259,forward,F AO R W ER D,F AO R W ER D IH D
8,0.9003956913948059,slather,S L AE DH ER,S L AE DH ER D
8,0.8973228335380554,capture,K AE P CH ER,K AE P CH ER D
8,0.8899751305580139,desire,D IH Z AY ER,D IH Z AY ER D
8,0.888357937335968,whisper,W IH S P ER,W IH S P ER D
8,0.8858435750007629,counter,K AW N T ER,K AW N T ER D
8,0.8847228288650513,member,M EH M B ER,M EH M B ER D
8,0.8820309042930603,skewer,S K Y UW ER,S K Y UW ER D
8,0.8769209980964661,smother,S M AH DH ER,S M AH DH ER D
8,0.8757016062736511,number,N AH M B ER,N AH M B ER D
8,0.8751872181892395,culture,K AH L CH ER,K AH L CH ER D
8,0.8720182180404663,picture,P IH K CH ER,P IH K CH ER D
8,0.8670021891593933,conjure,K AA N JH ER,K AA N JH ER D
8,0.866219162940979,overwork,OW V ER W ER K,OW V ER W ER K T
8,0.865590512752533,tinker,T IH NG K ER,T IH NG K ER D
8,0.8645773530006409,preference,P R EH F ER AH N S,P R EH F ER AH N S T
8,0.8603178858757019,gesture,JH EH S CH ER,JH EH S CH ER D
8,0.860183835029602,trigger,T R IH G ER,T R IH G ER D
